,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
56688,2,Apartment,725,Thane West,Under Construction,New,125.0,17241.379310344826
56689,1,Apartment,575,Thane West,Under Construction,New,93.56,16271.304347826086
56693,5,Apartment,2900,Thane West,Under Construction,New,488.99999999999994,16862.06896551724
56694,2,Apartment,725,Thane West,Under Construction,New,89.0,12275.862068965518
56696,4,Apartment,1525,Thane West,Under Construction,New,327.0,21442.622950819674
56698,3,Apartment,1425,Thane West,Under Construction,New,189.0,13263.157894736842
56701,2,Apartment,790,Thane West,Under Construction,New,119.0,15063.291139240506
56702,1,Apartment,575,Thane West,Under Construction,New,81.0,14086.95652173913
56703,2,Apartment,828,Thane West,Under Construction,New,147.0,17753.623188405796
56704,3,Apartment,1475,Thane West,Under Construction,New,225.0,15254.237288135593
56705,3,Apartment,1465,Thane West,Under Construction,New,248.0,16928.327645051195
56706,3,Apartment,1323,Thane West,Under Construction,New,245.00000000000003,18518.518518518522
56707,2,Apartment,531,Thane West,Under Construction,New,85.0,16007.5329566855
56708,2,Apartment,863,Thane West,Under Construction,New,76.0,8806.48899188876
56709,3,Apartment,1140,Thane West,Under Construction,New,240.0,21052.63157894737
56710,2,Apartment,645,Thane West,Under Construction,New,82.0,12713.178294573643
56712,3,Apartment,1224,Thane West,Under Construction,New,248.0,20261.437908496733
56717,4,Apartment,1700,Andheri West,Ready to move,Resale,509.99999999999994,29999.999999999996
56719,2,Apartment,700,Bhandup West,Under Construction,New,131.0,18714.285714285714
56720,1,Apartment,573,Bhandup West,Under Construction,New,108.0,18848.167539267015
56721,1,Apartment,565,Bhandup West,Under Construction,New,106.0,18761.061946902653
56722,1,Apartment,544,Bhandup West,Under Construction,New,102.0,18750.0
56723,2,Apartment,777,Bhandup West,Under Construction,New,146.0,18790.21879021879
56724,2,Apartment,714,Bhandup West,Under Construction,New,134.0,18767.50700280112
56725,1,Apartment,524,Mira Road East,Ready to move,New,55.0,10496.18320610687
56726,1,Apartment,538,Mira Road East,Ready to move,New,55.0,10223.048327137547
56727,1,Apartment,514,Mira Road East,Under Construction,New,63.0,12256.809338521402
56728,2,Apartment,774,Vikhroli,Under Construction,New,130.0,16795.865633074936
56729,1,Apartment,481,Vikhroli,Under Construction,Resale,79.0,16424.116424116422
56730,1,Apartment,481,Vikhroli,Under Construction,New,79.0,16424.116424116422
56731,2,Apartment,821,Vikhroli,Under Construction,New,135.0,16443.361753958587
56732,1,Apartment,510,Vikhroli,Under Construction,New,88.0,17254.901960784315
56733,1,Apartment,430,Chembur,Ready to move,Resale,150.0,34883.72093023256
56734,2,Apartment,780,Mira Road East,Ready to move,New,77.0,9871.794871794871
56736,2,Apartment,888,Mira Road East,Ready to move,New,85.0,9572.072072072073
56737,2,Apartment,821,Vikhroli,Under Construction,New,135.0,16443.361753958587
56738,2,Apartment,821,Vikhroli,Under Construction,New,135.0,16443.361753958587
56739,2,Apartment,774,Vikhroli,Under Construction,New,130.0,16795.865633074936
56740,1,Apartment,481,Vikhroli,Under Construction,New,79.0,16424.116424116422
56741,1,Apartment,481,Vikhroli,Under Construction,New,79.0,16424.116424116422
56742,2,Apartment,774,Vikhroli,Under Construction,New,130.0,16795.865633074936
56747,3,Apartment,1420,Kandivali East,Ready to move,Resale,310.0,21830.985915492958
56748,2,Apartment,800,Powai,Ready to move,Resale,210.0,26250.0
56749,1,Apartment,600,Powai,Ready to move,Resale,135.0,22500.0
56750,1,Apartment,600,Mulund West,Ready to move,Resale,130.0,21666.666666666668
56751,3,Apartment,1300,Kandivali East,Ready to move,Resale,296.0,22769.23076923077
56756,4,Apartment,1950,Kandivali East,Ready to move,Resale,450.0,23076.923076923078
56757,2,Apartment,900,Thane West,Ready to move,Resale,90.0,10000.0
56762,3,Apartment,1350,Kandivali East,Ready to move,Resale,217.0,16074.074074074075
56764,2,Apartment,890,Kandivali East,Ready to move,Resale,166.0,18651.685393258427
56765,2,Apartment,900,Kandivali East,Ready to move,Resale,119.0,13222.222222222223
56769,2,Apartment,820,Kandivali East,Ready to move,Resale,165.0,20121.951219512193
56770,2,Apartment,900,Kandivali East,Ready to move,Resale,160.0,17777.777777777777
56771,3,Apartment,1313,Powai,Ready to move,Resale,262.0,19954.303122619953
56773,3,Apartment,1430,Powai,Ready to move,Resale,287.0,20069.93006993007
56775,2,Apartment,810,Kandivali East,Ready to move,Resale,140.0,17283.95061728395
56780,3,Apartment,1070,Thane West,Ready to move,Resale,190.0,17757.00934579439
56781,2,Apartment,745,Thane West,Ready to move,Resale,95.0,12751.677852348994
56785,1,Apartment,565,Powai,Ready to move,Resale,133.0,23539.82300884956
56791,2,Apartment,800,Kandivali East,Ready to move,Resale,189.0,23625.0
56797,6,Apartment,3500,Borivali East,Under Construction,Resale,702.0,20057.14285714286
56801,2,Apartment,900,Thane West,Ready to move,Resale,85.0,9444.444444444445
56802,3,Apartment,1470,Powai,Ready to move,Resale,375.0,25510.20408163265
56813,2,Apartment,890,Kandivali East,Ready to move,Resale,180.0,20224.719101123595
56815,1,Apartment,552,Thane West,Under Construction,New,42.5,7699.275362318841
56818,3,Apartment,1250,Kandivali East,Ready to move,Resale,180.0,14400.0
56821,2,Apartment,700,Kandivali East,Ready to move,Resale,160.0,22857.14285714286
56822,2,Apartment,900,Kandivali East,Ready to move,Resale,120.0,13333.333333333334
56823,3,Apartment,1400,Powai,Ready to move,Resale,375.0,26785.714285714286
56824,1,Apartment,600,Powai,Ready to move,Resale,150.0,25000.0
56828,2,Apartment,750,Thane West,Ready to move,Resale,70.0,9333.333333333334
56829,1,Apartment,600,Powai,Ready to move,Resale,150.0,25000.0
56839,2,Apartment,900,Kandivali East,Ready to move,Resale,176.0,19555.555555555555
56840,3,Apartment,1420,Kandivali East,Ready to move,Resale,311.0,21901.408450704224
56841,2,Apartment,900,Kandivali East,Ready to move,Resale,121.0,13444.444444444445
56846,1,Apartment,488,Thane West,Under Construction,New,75.0,15368.852459016394
56848,3,Apartment,1200,Andheri East,Ready to move,Resale,229.99999999999997,19166.666666666664
56854,1,Apartment,568,Ghatkopar East,Ready to move,Resale,105.0,18485.915492957745
56857,2,Apartment,798,Goregaon East,Ready to move,Resale,82.0,10275.689223057645
56860,1,Apartment,430,Chembur,Ready to move,Resale,120.0,27906.976744186046
56861,1,Apartment,410,Chembur,Ready to move,Resale,120.0,29268.29268292683
56866,2,Apartment,900,Jogeshwari West,Under Construction,New,180.0,20000.0
56867,1,Apartment,600,Thane West,Ready to move,Resale,80.0,13333.333333333334
56886,1,Apartment,600,Bhandup East,Ready to move,New,90.0,15000.0
56893,3,Apartment,1002,Kalamboli,Under Construction,Resale,106.0,10578.842315369262
56894,2,Apartment,767,Kalamboli,Under Construction,New,84.0,10951.760104302477
56895,1,Apartment,469,Kalamboli,Under Construction,Resale,57.0,12153.518123667378
56896,2,Apartment,579,Kalamboli,Ready to move,New,85.0,14680.483592400691
56908,1,Apartment,533,Borivali West,Ready to move,New,88.0,16510.31894934334
56910,2,Apartment,881,Vikhroli,Ready to move,New,190.0,21566.401816118047
56913,1,Apartment,372,Borivali East,Ready to move,Resale,87.0,23387.09677419355
56914,1,Apartment,453,Bhandup West,Ready to move,Resale,65.0,14348.78587196468
56916,1,Apartment,431,Borivali East,Ready to move,Resale,114.99999999999999,26682.13457076566
56919,1,Apartment,600,Thane West,Under Construction,New,55.0,9166.666666666666
56923,3,Apartment,1250,Thane West,Ready to move,New,210.0,16800.0
56925,1,Apartment,550,Kandivali East,Ready to move,Resale,95.0,17272.727272727272
56929,3,Apartment,1040,Borivali East,Ready to move,New,200.0,19230.76923076923
56931,2,Apartment,768,Dahisar,Under Construction,New,105.0,13671.875
56933,3,Apartment,1162,Goregaon West,Under Construction,New,270.0,23235.800344234078
56934,3,Apartment,1163,Goregaon West,Under Construction,New,270.0,23215.821152192606
56935,2,Apartment,817,Goregaon West,Under Construction,New,192.0,23500.61199510404
56936,2,Apartment,785,Goregaon West,Under Construction,Resale,183.0,23312.101910828027
56937,2,Apartment,807,Goregaon West,Under Construction,New,192.0,23791.82156133829
56940,2,Apartment,511,Vikhroli,Under Construction,New,78.0,15264.187866927594
56941,2,Apartment,511,Vikhroli,Under Construction,New,78.0,15264.187866927594
56947,2,Apartment,851,Vikhroli,Ready to move,New,150.0,17626.32197414806
56949,2,Apartment,750,Thane West,Ready to move,Resale,90.0,12000.0
56955,1,Apartment,410,Malad East,Ready to move,New,64.0,15609.756097560976
56966,3,Apartment,1020,Mira Road East,Under Construction,New,114.99999999999999,11274.509803921566
56967,1,Apartment,509,Mira Road East,Under Construction,Resale,60.0,11787.819253438114
56975,2,Apartment,689,Mira Road East,Under Construction,Resale,82.0,11901.306240928883
56982,3,Apartment,905,Andheri East,Ready to move,Resale,245.00000000000003,27071.823204419892
56984,1,Apartment,383,Vikhroli,Under Construction,New,51.0,13315.926892950392
56985,1,Apartment,383,Vikhroli,Under Construction,New,51.0,13315.926892950392
56986,1,Apartment,383,Vikhroli,Under Construction,New,51.0,13315.926892950392
56987,1,Apartment,383,Vikhroli,Under Construction,New,51.0,13315.926892950392
56988,1,Apartment,383,Vikhroli,Under Construction,New,51.0,13315.926892950392
56993,2,Apartment,800,Borivali East,Under Construction,Resale,155.0,19375.0
56994,1,Apartment,535,Borivali East,Under Construction,Resale,110.00000000000001,20560.747663551407
57000,2,Apartment,642,Ghatkopar East,Under Construction,Resale,110.00000000000001,17133.956386292837
57003,1,Apartment,575,Chembur,Under Construction,Resale,97.0,16869.565217391304
57006,2,Apartment,870,Bhandup West,Ready to move,New,154.0,17701.149425287356
57007,2,Apartment,880,Kanjurmarg,Ready to move,New,121.0,13750.0
57008,2,Apartment,859,Kanjurmarg,Ready to move,New,161.0,18742.724097788127
57019,2,Apartment,600,Borivali West,Ready to move,Resale,120.0,20000.0
57020,1,Apartment,500,Borivali,Ready to move,Resale,112.00000000000001,22400.000000000004
57030,1,Apartment,484,Borivali West,Ready to move,New,95.0,19628.099173553717
57035,2,Apartment,845,Borivali West,Ready to move,New,185.0,21893.491124260356
57036,2,Apartment,673,Jogeshwari West,Under Construction,New,99.99,14857.355126300148
57037,4,Apartment,1800,Jogeshwari West,Under Construction,New,200.0,11111.111111111111
57042,2,Apartment,855,Santacruz East,Ready to move,New,229.99999999999997,26900.584795321633
57044,1,Apartment,600,Chembur,Under Construction,New,99.0,16500.0
57050,2,Apartment,800,Vikhroli,Under Construction,Resale,157.0,19625.0
57053,2,Apartment,825,Ghatkopar East,Under Construction,New,195.0,23636.363636363636
57055,2,Apartment,800,Ghatkopar West,Ready to move,Resale,167.0,20875.0
57057,4,Apartment,1975,Chembur,Under Construction,Resale,484.0,24506.32911392405
57059,3,Apartment,1050,Ghatkopar West,Under Construction,New,229.0,21809.52380952381
57065,1,Apartment,555,Andheri West,Ready to move,Resale,130.0,23423.423423423425
57069,3,Apartment,1108,Santacruz East,Under Construction,New,250.0,22563.17689530686
57075,1,Apartment,384,Borivali East,Ready to move,New,72.0,18750.0
57086,1,Apartment,550,Kharghar,Ready to move,Resale,65.0,11818.181818181818
57087,2,Apartment,644,Kharghar,Under Construction,Resale,110.00000000000001,17080.74534161491
57106,2,Apartment,850,Kharghar,Ready to move,Resale,100.0,11764.70588235294
57111,1,Apartment,568,Borivali East,Ready to move,Resale,114.99999999999999,20246.478873239434
57132,3,Apartment,1500,Andheri West,Ready to move,Resale,250.0,16666.666666666668
57136,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57137,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57138,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57139,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57159,3,Apartment,1300,Andheri West,Ready to move,New,320.0,24615.384615384617
57160,3,Apartment,1241,Andheri West,Ready to move,Resale,330.0,26591.4585012087
57162,3,Apartment,1279,Borivali West,Ready to move,New,340.0,26583.26817826427
57163,2,Apartment,802,Bhiwandi,Ready to move,Resale,68.0,8478.802992518704
57166,2,Apartment,880,Bhiwandi,Ready to move,New,73.0,8295.454545454546
57168,2,Apartment,880,Bhiwandi,Ready to move,Resale,73.04,8300.000000000002
57169,1,Apartment,418,Bandra East,Under Construction,Resale,82.0,19617.224880382775
57176,1,Apartment,544,Goregaon East,Ready to move,New,45.0,8272.058823529413
57185,3,Apartment,1388,Andheri West,Ready to move,New,375.0,27017.29106628242
57186,1,Apartment,422,Ghatkopar East,Under Construction,Resale,72.0,17061.611374407585
57194,4,Apartment,1600,Goregaon West,Ready to move,New,375.0,23437.5
57197,2,Apartment,598,Seawoods,Ready to move,Resale,185.0,30936.45484949833
57200,1,Apartment,540,Andheri West,Under Construction,Resale,88.0,16296.296296296296
57201,1,Apartment,530,Goregaon West,Under Construction,New,92.0,17358.490566037737
57207,2,Apartment,765,Goregaon West,Ready to move,New,210.0,27450.980392156864
57208,3,Apartment,1000,Kandivali East,Ready to move,New,295.0,29500.0
57209,2,Apartment,511,Vikhroli,Under Construction,New,78.0,15264.187866927594
57212,1,Apartment,578,Goregaon East,Ready to move,Resale,145.0,25086.505190311418
57222,2,Apartment,818,Andheri East,Under Construction,Resale,197.0,24083.12958435208
57224,3,Apartment,1113,Andheri East,Under Construction,Resale,292.0,26235.39982030548
57225,3,Apartment,1191,Andheri East,Under Construction,New,317.0,26616.288832913517
57226,3,Apartment,1276,Andheri East,Under Construction,New,344.0,26959.247648902823
57228,2,Apartment,762,Andheri East,Under Construction,Resale,179.0,23490.813648293963
57236,3,Apartment,1000,Andheri West,Ready to move,Resale,320.0,32000.0
57239,2,Apartment,780,Andheri West,Ready to move,Resale,160.0,20512.82051282051
57253,1,Apartment,465,Jogeshwari West,Under Construction,Resale,81.0,17419.354838709678
57254,1,Apartment,432,Jogeshwari West,Under Construction,New,75.0,17361.11111111111
57261,3,Apartment,1166,Borivali West,Ready to move,New,289.0,24785.591766723843
57265,2,Apartment,877,Borivali West,Ready to move,Resale,215.0,24515.39338654504
57266,2,Apartment,865,Thane West,Ready to move,Resale,87.0,10057.803468208092
57270,1,Apartment,570,Thane West,Ready to move,New,51.0,8947.368421052632
57271,2,Apartment,725,Thane West,Ready to move,Resale,67.0,9241.379310344828
57272,3,Apartment,1500,Thane West,Ready to move,New,229.99999999999997,15333.33333333333
57281,3,Apartment,900,Andheri West,Under Construction,Resale,340.0,37777.77777777778
57285,2,Apartment,881,Andheri East,Ready to move,Resale,182.0,20658.3427922815
57292,2,Apartment,774,Sion,Under Construction,Resale,175.0,22609.819121447028
57293,2,Apartment,893,Thane West,Under Construction,New,170.0,19036.954087346025
57303,1,Studio Apartment,350,Borivali West,Ready to move,Resale,57.0,16285.714285714286
57304,3,Apartment,1200,Kandivali East,Ready to move,Resale,250.0,20833.333333333332
57307,2,Apartment,874,Malad West,Ready to move,Resale,180.0,20594.965675057207
57308,1,Apartment,426,Bhandup West,Ready to move,Resale,62.0,14553.99061032864
57314,1,Apartment,570,Kalyan West,Ready to move,New,48.23,8461.40350877193
57315,3,Apartment,1380,Kandivali West,Ready to move,Resale,200.99999999999997,14565.217391304344
57317,3,Apartment,1443,Goregaon West,Ready to move,Resale,325.0,22522.522522522522
57318,5,Apartment,2762,Goregaon West,Ready to move,Resale,585.0,21180.30412744388
57319,3,Apartment,1381,Goregaon West,Ready to move,Resale,270.0,19551.04996379435
57325,3,Apartment,1400,Kandivali East,Ready to move,Resale,254.99999999999997,18214.28571428571
57333,3,Apartment,1335,Malad West,Ready to move,Resale,240.0,17977.52808988764
57334,1,Apartment,550,Kandivali West,Under Construction,New,54.9,9981.818181818182
57336,3,Apartment,1483,Kandivali West,Ready to move,New,324.0,21847.606203641266
57337,6,Apartment,2866,Goregaon West,Ready to move,Resale,700.0,24424.284717376133
57344,1,Apartment,453,Bhandup West,Ready to move,Resale,75.0,16556.29139072848
57345,3,Apartment,1250,Kandivali West,Ready to move,Resale,245.00000000000003,19600.000000000004
57346,3,Apartment,1250,Kandivali West,Ready to move,New,225.0,18000.0
57347,3,Apartment,1495,Kandivali East,Ready to move,Resale,245.00000000000003,16387.95986622074
57348,3,Apartment,1495,Kandivali East,Ready to move,Resale,235.0,15719.063545150502
57349,3,Apartment,1495,Kandivali East,Ready to move,New,225.0,15050.167224080267
57351,3,Apartment,1495,Kandivali East,Ready to move,New,320.0,21404.68227424749
57352,3,Apartment,1500,Kandivali East,Ready to move,Resale,300.0,20000.0
57354,5,Apartment,2600,Kandivali East,Ready to move,Resale,434.99999999999994,16730.769230769227
57355,3,Apartment,1350,Kandivali West,Ready to move,Resale,350.0,25925.925925925927
57356,3,Apartment,1350,Kandivali West,Ready to move,Resale,325.0,24074.074074074073
57358,3,Apartment,1250,Malad West,Ready to move,Resale,275.0,22000.0
57359,3,Apartment,1250,Malad West,Ready to move,Resale,254.99999999999997,20399.999999999996
57360,3,Apartment,1250,Malad West,Ready to move,Resale,270.0,21600.0
57367,2,Apartment,845,Borivali West,Ready to move,New,171.0,20236.686390532544
57368,2,Apartment,845,Borivali West,Ready to move,New,173.0,20473.37278106509
57371,3,Apartment,1500,Kandivali West,Ready to move,New,215.0,14333.333333333334
57373,3,Apartment,1450,Borivali West,Ready to move,Resale,290.0,20000.0
57375,4,Apartment,1640,Kandivali West,Ready to move,Resale,425.0,25914.634146341465
57376,3,Apartment,1300,Kandivali West,Ready to move,Resale,290.0,22307.69230769231
57378,5,Apartment,2800,Kandivali West,Ready to move,New,575.0,20535.714285714286
57381,2,Apartment,865,Borivali West,Ready to move,New,200.0,23121.387283236993
57385,3,Apartment,1264,Kandivali West,Under Construction,Resale,250.0,19778.481012658227
57389,3,Apartment,1000,Dahisar,Ready to move,Resale,229.99999999999997,22999.999999999996
57390,1,Apartment,500,Borivali West,Ready to move,New,114.99999999999999,22999.999999999996
57395,1,Apartment,588,Dombivali,Under Construction,New,43.0,7312.925170068027
57408,1,Apartment,520,Borivali West,Ready to move,Resale,112.00000000000001,21538.461538461543
57409,2,Apartment,900,Borivali West,Ready to move,Resale,225.0,25000.0
57412,2,Apartment,880,Kanjurmarg,Ready to move,Resale,139.0,15795.454545454546
57415,3,Apartment,1100,Bhandup West,Ready to move,Resale,165.0,15000.0
57416,1,Apartment,595,Khanda Colony,Ready to move,New,44.53,7484.033613445378
57419,1,Apartment,500,Borivali West,Ready to move,New,114.99999999999999,22999.999999999996
57420,1,Apartment,550,Borivali West,Ready to move,Resale,103.0,18727.272727272728
57421,2,Apartment,800,Borivali West,Ready to move,New,130.0,16250.0
57424,2,Apartment,849,Ghatkopar West,Under Construction,Resale,245.00000000000003,28857.479387514726
57425,1,Apartment,507,Kalyan West,Ready to move,Resale,45.0,8875.739644970414
57427,2,Apartment,880,Chembur,Under Construction,Resale,150.0,17045.454545454544
57428,2,Apartment,799,Borivali East,Under Construction,Resale,100.0,12515.644555694618
57429,3,Apartment,965,Kanjurmarg,Under Construction,Resale,150.0,15544.041450777202
57430,2,Apartment,865,Mira Road East,Under Construction,New,85.0,9826.589595375723
57432,2,Apartment,718,Kanjurmarg,Under Construction,Resale,100.0,13927.57660167131
57434,2,Apartment,700,Andheri East,Under Construction,New,105.0,15000.0
57435,2,Apartment,741,Chembur,Under Construction,New,150.0,20242.914979757086
57436,3,Apartment,1389,Anjurdive,Under Construction,Resale,100.0,7199.424046076314
57437,2,Apartment,851,Bhandup West,Under Construction,New,125.0,14688.601645123385
57438,2,Apartment,821,Goregaon West,Under Construction,New,135.0,16443.361753958587
57443,2,Apartment,800,Bandra East,Under Construction,New,231.99999999999997,28999.999999999996
57451,2,Apartment,875,Chembur,Under Construction,New,238.0,27200.0
57452,3,Apartment,805,Bhandup West,Under Construction,New,165.0,20496.89440993789
57453,2,Apartment,638,Bhandup West,Under Construction,New,130.0,20376.17554858934
57454,3,Apartment,805,Bhandup West,Under Construction,New,165.0,20496.89440993789
57455,2,Apartment,638,Bhandup West,Under Construction,New,130.0,20376.17554858934
57456,3,Apartment,805,Bhandup West,Under Construction,New,165.0,20496.89440993789
57457,2,Apartment,606,Mulund West,Under Construction,New,157.0,25907.59075907591
57458,2,Apartment,606,Mulund West,Under Construction,New,157.0,25907.59075907591
57459,2,Apartment,606,Mulund West,Under Construction,New,157.0,25907.59075907591
57460,3,Apartment,1005,Mulund West,Under Construction,New,261.0,25970.149253731342
57461,2,Apartment,606,Mulund West,Under Construction,New,157.0,25907.59075907591
57462,3,Apartment,859,Mulund West,Under Construction,New,223.0,25960.419091967404
57463,3,Apartment,1005,Mulund West,Under Construction,New,261.0,25970.149253731342
57464,3,Apartment,859,Mulund West,Under Construction,New,223.0,25960.419091967404
57465,2,Apartment,717,Mulund West,Under Construction,New,186.0,25941.42259414226
57466,2,Apartment,638,Bhandup West,Under Construction,New,130.0,20376.17554858934
57479,3,Apartment,1500,Vasai,Ready to move,New,110.00000000000001,7333.333333333335
57483,1,Apartment,585,Vasai,Ready to move,New,45.0,7692.307692307692
57485,1,Apartment,501,Kandivali West,Ready to move,Resale,51.0,10179.640718562874
57487,3,Apartment,1100,Mulund West,Under Construction,Resale,170.0,15454.545454545454
57493,2,Apartment,607,Thane West,Under Construction,New,90.0,14827.018121911038
57499,1,Apartment,557,Ghatkopar West,Under Construction,Resale,110.00000000000001,19748.653500897668
57501,3,Apartment,1254,Kandivali West,Ready to move,New,330.0,26315.78947368421
57515,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57516,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57517,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57518,2,Apartment,680,Malad West,Under Construction,New,170.0,25000.0
57519,2,Apartment,650,Malad West,Under Construction,New,162.0,24923.076923076922
57520,2,Apartment,650,Malad West,Under Construction,New,162.0,24923.076923076922
57521,2,Apartment,637,Dahisar,Under Construction,New,147.0,23076.923076923078
57522,2,Apartment,637,Dahisar,Under Construction,New,147.0,23076.923076923078
57523,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57524,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57525,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57526,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57527,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57528,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57529,2,Apartment,647,Dahisar,Under Construction,New,147.0,22720.247295208654
57530,2,Apartment,647,Dahisar,Under Construction,New,147.0,22720.247295208654
57531,2,Apartment,695,Dahisar,Under Construction,New,159.0,22877.69784172662
57532,2,Apartment,695,Dahisar,Under Construction,New,159.0,22877.69784172662
57533,3,Apartment,1101,Dahisar,Under Construction,New,245.00000000000003,22252.49772933697
57534,3,Apartment,1101,Dahisar,Under Construction,New,245.00000000000003,22252.49772933697
57535,2,Apartment,701,Dahisar,Under Construction,New,159.0,22681.88302425107
57536,2,Apartment,701,Dahisar,Under Construction,New,159.0,22681.88302425107
57537,3,Apartment,1300,Borivali West,Ready to move,New,254.99999999999997,19615.384615384613
57538,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57539,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57540,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57541,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57542,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57543,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57544,2,Apartment,647,Dahisar,Under Construction,New,147.0,22720.247295208654
57545,2,Apartment,647,Dahisar,Under Construction,New,147.0,22720.247295208654
57546,2,Apartment,695,Dahisar,Under Construction,New,159.0,22877.69784172662
57547,2,Apartment,695,Dahisar,Under Construction,New,159.0,22877.69784172662
57548,3,Apartment,1101,Dahisar,Under Construction,New,245.00000000000003,22252.49772933697
57549,3,Apartment,1101,Dahisar,Under Construction,New,245.00000000000003,22252.49772933697
57550,2,Apartment,701,Dahisar,Under Construction,New,159.0,22681.88302425107
57551,2,Apartment,701,Dahisar,Under Construction,New,159.0,22681.88302425107
57554,2,Apartment,564,Goregaon West,Under Construction,New,137.0,24290.78014184397
57555,2,Apartment,564,Goregaon West,Under Construction,New,137.0,24290.78014184397
57556,2,Apartment,564,Goregaon West,Under Construction,New,137.0,24290.78014184397
57557,2,Apartment,564,Goregaon West,Under Construction,New,137.0,24290.78014184397
57559,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57560,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57561,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57562,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57563,2,Apartment,730,Kandivali West,Under Construction,New,250.0,34246.57534246575
57564,2,Apartment,730,Kandivali West,Under Construction,New,250.0,34246.57534246575
57567,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57568,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57569,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57570,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57571,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57572,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57573,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57574,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57575,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57576,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57577,2,Apartment,564,Kandivali West,Under Construction,New,137.0,24290.78014184397
57578,2,Apartment,604,Kandivali West,Under Construction,New,147.0,24337.748344370862
57579,1,Apartment,422,Kandivali West,Under Construction,New,99.0,23459.715639810427
57580,2,Apartment,643,Kandivali West,Under Construction,New,157.0,24416.796267496113
57581,1,Apartment,386,Kandivali West,Under Construction,New,89.0,23056.99481865285
57583,2,Apartment,564,Kandivali West,Under Construction,New,137.0,24290.78014184397
57584,1,Apartment,420,Kandivali West,Under Construction,New,97.99,23330.95238095238
57585,1,Apartment,422,Kandivali West,Under Construction,New,99.0,23459.715639810427
57586,1,Apartment,386,Kandivali West,Under Construction,New,89.0,23056.99481865285
57587,1,Apartment,434,Kandivali West,Under Construction,New,101.0,23271.88940092166
57588,1,Apartment,420,Kandivali West,Under Construction,New,97.99,23330.95238095238
57589,1,Apartment,418,Kandivali West,Under Construction,New,97.0,23205.741626794257
57590,1,Apartment,434,Kandivali West,Under Construction,New,101.0,23271.88940092166
57591,1,Apartment,415,Kandivali West,Under Construction,New,96.0,23132.530120481926
57592,1,Apartment,418,Kandivali West,Under Construction,New,97.0,23205.741626794257
57593,2,Apartment,612,Kandivali West,Under Construction,New,148.0,24183.006535947712
57594,1,Apartment,415,Kandivali West,Under Construction,New,96.0,23132.530120481926
57595,2,Apartment,710,Kandivali West,Under Construction,New,172.0,24225.352112676057
57596,2,Apartment,612,Kandivali West,Under Construction,New,148.0,24183.006535947712
57597,2,Apartment,564,Goregaon West,Under Construction,New,137.0,24290.78014184397
57598,1,Apartment,419,Goregaon West,Under Construction,New,109.00000000000001,26014.319809069217
57599,1,Apartment,419,Goregaon West,Under Construction,New,109.00000000000001,26014.319809069217
57600,1,Apartment,408,Goregaon West,Under Construction,New,107.0,26225.49019607843
57601,1,Apartment,408,Goregaon West,Under Construction,New,107.0,26225.49019607843
